# latex scheme: conventional LaTeX + AMS macro names.
# Generated by scripts/update-latex-symbols.py from https://www.w3.org/Math/characters/unicode.xml
# W3C XML Entity Definitions for Characters (W3C license).
# Columns: name<TAB>codepoint(hex)[ ...]<TAB>description
mp	2213	MINUS-OR-PLUS SIGN
mu	03BC	GREEK SMALL LETTER MU
multimap	22B8	MULTIMAP
nLeftarrow	21CD	LEFTWARDS DOUBLE ARROW WITH STROKE
nLeftrightarrow	21CE	LEFT RIGHT DOUBLE ARROW WITH STROKE
nRightarrow	21CF	RIGHTWARDS DOUBLE ARROW WITH STROKE
nVDash	22AF	NEGATED DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE
nVdash	22AE	DOES NOT FORCE
nabla	2207	NABLA
napprox	2249	NOT ALMOST EQUAL TO
natural	266E	MUSIC NATURAL SIGN
ncong	2247	NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO
ne	2260	NOT EQUAL TO
nearrow	2197	NORTH EAST ARROW
neg	00AC	NOT SIGN
neovnwarrow	2931	NORTH EAST ARROW CROSSING NORTH WEST ARROW
neovsearrow	292E	NORTH EAST ARROW CROSSING SOUTH EAST ARROW
neptune	2646	NEPTUNE
nequiv	2262	NOT IDENTICAL TO
nexists	2204	THERE DOES NOT EXIST
ng	014B	LATIN SMALL LETTER ENG
ngeq	2271	NEITHER GREATER-THAN NOR EQUAL TO
ngtr	226F	NOT GREATER-THAN
ni	220B	CONTAINS AS MEMBER
nleftarrow	219A	LEFTWARDS ARROW WITH STROKE
nleftrightarrow	21AE	LEFT RIGHT ARROW WITH STROKE
nleq	2270	NEITHER LESS-THAN NOR EQUAL TO
nless	226E	NOT LESS-THAN
nmid	2224	DOES NOT DIVIDE
nolinebreak	2060	WORD JOINER
notgreaterless	2279	NEITHER GREATER-THAN NOR LESS-THAN
notin	2209	NOT AN ELEMENT OF
notlessgreater	2278	NEITHER LESS-THAN NOR GREATER-THAN
nparallel	2226	NOT PARALLEL TO
nprec	2280	DOES NOT PRECEDE
nrightarrow	219B	RIGHTWARDS ARROW WITH STROKE
nsim	2241	NOT TILDE
nsime	2244	NOT ASYMPTOTICALLY EQUAL TO
nsubset	2284	NOT A SUBSET OF
nsubseteq	2288	NEITHER A SUBSET OF NOR EQUAL TO
nsubseteqq	2288	NEITHER A SUBSET OF NOR EQUAL TO
nsucc	2281	DOES NOT SUCCEED
nsupset	2285	NOT A SUPERSET OF
nsupseteq	2289	NEITHER A SUPERSET OF NOR EQUAL TO
nsupseteqq	2289	NEITHER A SUPERSET OF NOR EQUAL TO
ntriangleleft	22EA	NOT NORMAL SUBGROUP OF
ntrianglelefteq	22EC	NOT NORMAL SUBGROUP OF OR EQUAL TO
ntriangleright	22EB	DOES NOT CONTAIN AS NORMAL SUBGROUP
ntrianglerighteq	22ED	DOES NOT CONTAIN AS NORMAL SUBGROUP OR EQUAL
nu	03BD	GREEK SMALL LETTER NU
nvDash	22AD	NOT TRUE
nvdash	22AC	DOES NOT PROVE
nwarrow	2196	NORTH WEST ARROW
nwovnearrow	2932	NORTH WEST ARROW CROSSING NORTH EAST ARROW
o	00F8	LATIN SMALL LETTER O WITH STROKE
obar	233D	APL FUNCTIONAL SYMBOL CIRCLE STILE
obslash	29B8	CIRCLED REVERSE SOLIDUS
ocirc	030A	COMBINING RING ABOVE
odot	2299	CIRCLED DOT OPERATOR
oe	0153	LATIN SMALL LIGATURE OE
oiiint	2230	VOLUME INTEGRAL
oiint	222F	SURFACE INTEGRAL
oint	222E	CONTOUR INTEGRAL
omega	03C9	GREEK SMALL LETTER OMEGA
ominus	2296	CIRCLED MINUS
openbracketleft	301A	LEFT WHITE SQUARE BRACKET
openbracketright	301B	RIGHT WHITE SQUARE BRACKET
oplus	2295	CIRCLED PLUS
original	22B6	ORIGINAL OF
oslash	2298	CIRCLED DIVISION SLASH
otimes	2297	CIRCLED TIMES
parallel	2225	PARALLEL TO
partial	2202	PARTIAL DIFFERENTIAL
partialmeetcontraction	2AA3	DOUBLE NESTED LESS-THAN WITH UNDERBAR
perp	22A5	UP TACK
perspcorrespond	2306	PERSPECTIVE
phi	03D5	GREEK PHI SYMBOL
pi	03C0	GREEK SMALL LETTER PI
pisces	2653	PISCES
pitchfork	22D4	PITCHFORK
plusdot	2A25	PLUS SIGN WITH DOT BELOW
pluto	2647	PLUTO
pm	00B1	PLUS-MINUS SIGN
pounds	00A3	POUND SIGN
prec	227A	PRECEDES
precapprox	227E	PRECEDES OR EQUIVALENT TO
preccurlyeq	227C	PRECEDES OR EQUAL TO
precedesnotsimilar	22E8	PRECEDES BUT NOT EQUIVALENT TO
preceq	2AAF	PRECEDES ABOVE SINGLE-LINE EQUALS SIGN
precnapprox	2AB9	PRECEDES ABOVE NOT ALMOST EQUAL TO
precneqq	2AB5	PRECEDES ABOVE NOT EQUAL TO
precnsim	22E8	PRECEDES BUT NOT EQUIVALENT TO
precsim	227E	PRECEDES OR EQUIVALENT TO
prime	2032	PRIME
prod	220F	N-ARY PRODUCT
propto	221D	PROPORTIONAL TO
psi	03C8	GREEK SMALL LETTER PSI
quad	2003	EM SPACE
quarternote	2669	QUARTER NOTE
questeq	225F	QUESTIONED EQUAL TO
r	030A	COMBINING RING ABOVE
rangle	232A	RIGHT-POINTING ANGLE BRACKET
rasp	02BC	MODIFIER LETTER APOSTROPHE
rbrace	007D	RIGHT CURLY BRACKET
rbrack	005D	RIGHT SQUARE BRACKET
rceil	2309	RIGHT CEILING
rdiagovfdiag	292B	RISING DIAGONAL CROSSING FALLING DIAGONAL
rdiagovsearrow	2930	RISING DIAGONAL CROSSING SOUTH EAST ARROW
recorder	2315	TELEPHONE RECORDER
rfloor	230B	RIGHT FLOOR
rho	03C1	GREEK SMALL LETTER RHO
rightangle	221F	RIGHT ANGLE
rightanglearc	22BE	RIGHT ANGLE WITH ARC
rightarrow	2192	RIGHTWARDS ARROW
rightarrowtail	21A3	RIGHTWARDS ARROW WITH TAIL
rightarrowtriangle	21FE	RIGHTWARDS OPEN-HEADED ARROW
rightharpoondown	21C1	RIGHTWARDS HARPOON WITH BARB DOWNWARDS
rightharpoonup	21C0	RIGHTWARDS HARPOON WITH BARB UPWARDS
rightleftarrows	21C4	RIGHTWARDS ARROW OVER LEFTWARDS ARROW
rightleftharpoons	21CC	RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON
rightmoon	263E	LAST QUARTER MOON
rightrightarrows	21C9	RIGHTWARDS PAIRED ARROWS
rightsquigarrow	219D	RIGHTWARDS WAVE ARROW
rightthreetimes	22CC	RIGHT SEMIDIRECT PRODUCT
risingdotseq	2253	IMAGE OF OR APPROXIMATELY EQUAL TO
rmoustache	23B1	UPPER RIGHT OR LOWER LEFT CURLY BRACKET SECTION
rq	2019	RIGHT SINGLE QUOTATION MARK
rtimes	22CA	RIGHT NORMAL FACTOR SEMIDIRECT PRODUCT
sagittarius	2650	SAGITTARIUS
saturn	2644	SATURN
scorpio	264F	SCORPIUS
searrow	2198	SOUTH EAST ARROW
seovnearrow	292D	SOUTH EAST ARROW CROSSING NORTH EAST ARROW
setminus	2216	SET MINUS
sharp	266F	MUSIC SHARP SIGN
shuffle	29E2	SHUFFLE PRODUCT
sigma	03C3	GREEK SMALL LETTER SIGMA
sim	223C	TILDE OPERATOR
simeq	2243	ASYMPTOTICALLY EQUAL TO
smile	2323	SMILE
space	0020	SPACE
spadesuit	2660	BLACK SPADE SUIT
sphericalangle	2222	SPHERICAL ANGLE
sqcap	2293	SQUARE CAP
sqcup	2294	SQUARE CUP
sqrint	2A16	QUATERNION INTEGRAL OPERATOR
sqsubset	228F	SQUARE IMAGE OF
sqsubseteq	2291	SQUARE IMAGE OF OR EQUAL TO
sqsupset	2290	SQUARE ORIGINAL OF
sqsupseteq	2292	SQUARE ORIGINAL OF OR EQUAL TO
square	25A1	WHITE SQUARE
ss	00DF	LATIN SMALL LETTER SHARP S
star	22C6	STAR OPERATOR
starequal	225B	STAR EQUALS
sterling	00A3	POUND SIGN
subset	2282	SUBSET OF
subseteq	2286	SUBSET OF OR EQUAL TO
subseteqq	2286	SUBSET OF OR EQUAL TO
subsetneq	228A	SUBSET OF WITH NOT EQUAL TO
subsetneqq	228A	SUBSET OF WITH NOT EQUAL TO
succ	227B	SUCCEEDS
succapprox	227F	SUCCEEDS OR EQUIVALENT TO
succcurlyeq	227D	SUCCEEDS OR EQUAL TO
succeq	227D	SUCCEEDS OR EQUAL TO
succnapprox	22E9	SUCCEEDS BUT NOT EQUIVALENT TO
succneqq	2AB6	SUCCEEDS ABOVE NOT EQUAL TO
succnsim	22E9	SUCCEEDS BUT NOT EQUIVALENT TO
succsim	227F	SUCCEEDS OR EQUIVALENT TO
sum	2211	N-ARY SUMMATION
supset	2283	SUPERSET OF
supseteq	2287	SUPERSET OF OR EQUAL TO
supseteqq	2287	SUPERSET OF OR EQUAL TO
supsetneq	228B	SUPERSET OF WITH NOT EQUAL TO
supsetneqq	228B	SUPERSET OF WITH NOT EQUAL TO
surd	221A	SQUARE ROOT
surfintegral	222F	SURFACE INTEGRAL
swarrow	2199	SOUTH WEST ARROW
tau	03C4	GREEK SMALL LETTER TAU
taurus	2649	TAURUS
textTheta	03F4	GREEK CAPITAL THETA SYMBOL
textasciiacute	00B4	ACUTE ACCENT
textasciibreve	02D8	BREVE
textasciicaron	02C7	CARON
textasciicircumflex	005E	CIRCUMFLEX ACCENT
textasciidieresis	00A8	DIAERESIS
textasciigrave	0060	GRAVE ACCENT
textasciimacron	00AF	MACRON
textasciitilde	007E	TILDE
textbackslash	005C	REVERSE SOLIDUS
textbrokenbar	00A6	BROKEN BAR
textbullet	2022	BULLET
textcent	00A2	CENT SIGN
textcopyright	00A9	COPYRIGHT SIGN
textcurrency	00A4	CURRENCY SIGN
textdagger	2020	DAGGER
textdaggerdbl	2021	DOUBLE DAGGER
textdegree	00B0	DEGREE SIGN
textdollar	0024	DOLLAR SIGN
textdoublepipe	01C2	LATIN LETTER ALVEOLAR CLICK
textemdash	2014	EM DASH
textendash	2013	EN DASH
textexclamdown	00A1	INVERTED EXCLAMATION MARK
texthvlig	0195	LATIN SMALL LETTER HV
textnrleg	019E	LATIN SMALL LETTER N WITH LONG RIGHT LEG
textnumero	2116	NUMERO SIGN
textonehalf	00BD	VULGAR FRACTION ONE HALF
textonequarter	00BC	VULGAR FRACTION ONE QUARTER
textordfeminine	00AA	FEMININE ORDINAL INDICATOR
textordmasculine	00BA	MASCULINE ORDINAL INDICATOR
textparagraph	00B6	PILCROW SIGN
textperiodcentered	02D9	DOT ABOVE
textpertenthousand	2031	PER TEN THOUSAND SIGN
textperthousand	2030	PER MILLE SIGN
textphi	0278	LATIN SMALL LETTER PHI
textquestiondown	00BF	INVERTED QUESTION MARK
textquotedblleft	201C	LEFT DOUBLE QUOTATION MARK
textquotedblright	201D	RIGHT DOUBLE QUOTATION MARK
textquotesingle	0027	APOSTROPHE
textregistered	00AE	REGISTERED SIGN
textsection	00A7	SECTION SIGN
textsterling	00A3	POUND SIGN
texttheta	03B8	GREEK SMALL LETTER THETA
textthreequarters	00BE	VULGAR FRACTION THREE QUARTERS
texttildelow	02DC	SMALL TILDE
texttimes	00D7	MULTIPLICATION SIGN
texttrademark	2122	TRADE MARK SIGN
textturnk	029E	LATIN SMALL LETTER TURNED K
textvartheta	03D1	GREEK THETA SYMBOL
textvisiblespace	2423	OPEN BOX
textyen	00A5	YEN SIGN
th	00FE	LATIN SMALL LETTER THORN
therefore	2234	THEREFORE
theta	03B8	GREEK SMALL LETTER THETA
thickspace	2005	FOUR-PER-EM SPACE
thinspace	2009	THIN SPACE
tilde	0303	COMBINING TILDE
tildetrpl	224B	TRIPLE TILDE
times	00D7	MULTIPLICATION SIGN
toea	2928	NORTH EAST ARROW AND SOUTH EAST ARROW
tona	2927	NORTH WEST ARROW AND NORTH EAST ARROW
top	22A4	DOWN TACK
tosa	2929	SOUTH EAST ARROW AND SOUTH WEST ARROW
towa	292A	SOUTH WEST ARROW AND NORTH WEST ARROW
triangledown	25BF	WHITE DOWN-POINTING SMALL TRIANGLE
triangleleft	25C3	WHITE LEFT-POINTING SMALL TRIANGLE
trianglelefteq	22B4	NORMAL SUBGROUP OF OR EQUAL TO
triangleq	225C	DELTA EQUAL TO
triangleright	25B9	WHITE RIGHT-POINTING SMALL TRIANGLE
trianglerighteq	22B5	CONTAINS AS NORMAL SUBGROUP OR EQUAL TO
truestate	22A7	MODELS
twoheadleftarrow	219E	LEFTWARDS TWO HEADED ARROW
twoheadrightarrow	21A0	RIGHTWARDS TWO HEADED ARROW
twoheadrightarrowtail	2916	RIGHTWARDS TWO-HEADED ARROW WITH TAIL
u	02D8	BREVE
ulcorner	231C	TOP LEFT CORNER
uparrow	2191	UPWARDS ARROW
updownarrow	2195	UP DOWN ARROW
upharpoonleft	21BE	UPWARDS HARPOON WITH BARB RIGHTWARDS
upharpoonright	21BE	UPWARDS HARPOON WITH BARB RIGHTWARDS
upint	2A1B	INTEGRAL WITH OVERBAR
uplus	228E	MULTISET UNION
upsilon	03C5	GREEK SMALL LETTER UPSILON
upslopeellipsis	22F0	UP RIGHT DIAGONAL ELLIPSIS
upuparrows	21C8	UPWARDS PAIRED ARROWS
uranus	2645	URANUS
urcorner	231D	TOP RIGHT CORNER
v	030C	COMBINING CARON
vDash	22A8	TRUE
varepsilon	025B	LATIN SMALL LETTER OPEN E
varkappa	03F0	GREEK KAPPA SYMBOL
varnothing	2205	EMPTY SET
varphi	03C6	GREEK SMALL LETTER PHI
varpi	03D6	GREEK PI SYMBOL
varpropto	221D	PROPORTIONAL TO
varrho	03F1	GREEK RHO SYMBOL
varsigma	03C2	GREEK SMALL LETTER FINAL SIGMA
vartheta	03D1	GREEK THETA SYMBOL
vartriangle	25B5	WHITE UP-POINTING SMALL TRIANGLE
vartriangleleft	22B2	NORMAL SUBGROUP OF
vartriangleright	22B3	CONTAINS AS NORMAL SUBGROUP
vdash	22A2	RIGHT TACK
vdots	22EE	VERTICAL ELLIPSIS
vee	2228	LOGICAL OR
veebar	22BB	XOR
venus	2640	FEMALE SIGN
vert	007C	VERTICAL LINE
verymuchgreater	22D9	VERY MUCH GREATER-THAN
verymuchless	22D8	VERY MUCH LESS-THAN
virgo	264D	VIRGO
volintegral	2230	VOLUME INTEGRAL
wedge	2227	LOGICAL AND
wedgeq	2259	ESTIMATES
wp	2118	SCRIPT CAPITAL P
wr	2240	WREATH PRODUCT
xi	03BE	GREEK SMALL LETTER XI
yen	00A5	YEN SIGN
zeta	03B6	GREEK SMALL LETTER ZETA
