# rocq scheme: RocqIDE default unicode bindings (latex-style).
# Generated by scripts/update-rocq-symbols.py from https://raw.githubusercontent.com/rocq-prover/rocq/master/ide/rocqide/default_bindings_src.ml
# rocq-prover/rocq (LGPL-2.1-only).
# Columns: name<TAB>codepoint(hex)[ ...]<TAB>description
dbkarow	290F	arrows
dblac	02DD	symbols
dcaron	010F	letters
dcy	0434	letters
dd	2146	letters
ddagger	2021	symbols
ddarr	21CA	arrows
ddots	22F1	symbols
ddotseq	2A77	miscellanea
def	225D	equivalence relations
delta	03B4	greek letter
demptyv	29B1	miscellanea
dfisht	297F	arrows
dfr	1D521	miscellanea
dharl	21C3	arrows
dharr	21C2	arrows
diam	22C4	symbols
diamond	22C4	symbols
diamondsuit	2662	symbols
diams	2666	symbols
die	00A8	symbols
digamma	03DC	greek letter
disin	22F2	set theory
div	00F7	mathematics
divide	00F7	mathematics
divideontimes	22C7	symbols
divides	2223	mathematics
divonx	22C7	symbols
djcy	0452	letters
dlcorn	231E	ASCII art
dlcrop	230D	ASCII art
dopf	1D555	letters
dot	02D9	symbols
doteq	2250	equivalence relations
doteqdot	2251	equivalence relations
dotminus	2238	symbols
dotplus	2214	mathematics
dots	2026	symbols
dotsquare	22A1	squares
doublebarwedge	2306	symbols
downarrow	2193	arrows
downdownarrows	21CA	arrows
downharpoonleft	21C3	arrows
downharpoonright	21C2	arrows
drbkarow	2910	arrows
drcorn	231F	ASCII art
drcrop	230C	ASCII art
dscr	1D4B9	miscellanea
dscy	0455	letters
dsol	29F6	miscellanea
dstrok	0111	letters
dtdot	22F1	symbols
dtri	25BF	triangles
dtrif	25BE	triangles
duarr	21F5	arrows
duhar	296F	arrows
dwangle	29A6	miscellanea
dzcy	045F	letters
dzigrarr	F5A2	miscellanea
eDDot	2A77	miscellanea
eDot	2251	equivalence relations
eacute	00E9	letters
easter	225B	letters
ecaron	011B	letters
ecir	2256	equivalence relations
ecirc	00EA	letters
ecolon	2255	equivalence relations
ecy	044D	letters
edot	0117	letters
ee	2147	letters
efDot	2252	equivalence relations
efr	1D522	miscellanea
eg	2A9A	order relations
egrave	00E8	letters
egs	22DD	order relations
egsdot	2A98	order relations
el	2A99	order relations
ell	2113	letters
els	22DC	order relations
elsdot	2A97	order relations
emacr	0113	letters
empty	2205	miscellanea
emptyset	2205	miscellanea
emptyv	2205	set theory
emsp	2003	spaces
emsp13	2004	spaces
emsp14	2005	spaces
eng	014B	letters
ensp	2002	spaces
eogon	0119	letters
eopf	1D556	letters
epar	22D5	symbols
eparsl	29E3	miscellanea
eplus	2A71	miscellanea
epsilon	03F5	greek letter
epsiv	025B	greek letter
eqcirc	2256	equivalence relations
eqcolon	2255	equivalence relations
eqsim	2242	equivalence relations
eqslantgtr	22DD	order relations
eqslantless	22DC	order relations
equest	225F	equivalence relations
equiv	2261	equivalence relations
equivDD	2A78	miscellanea
eqvparsl	29E5	miscellanea
erDot	2253	equivalence relations
erarr	2971	arrows
escr	212F	letters
esdot	2250	equivalence relations
esim	2242	equivalence relations
eta	03B7	greek letter
eth	00F0	letters
euml	00EB	letters
exist	2203	logic
exists	2203	logic
expectation	2130	letters
exponentiale	2147	letters
fallingdotseq	2252	equivalence relations
fcy	0444	letters
female	2640	symbols
ffilig	FB03	letters
fflig	FB00	letters
